"Electricity statistics (MW/GWh) by Country/area, Technology, Data Type, Grid connection and Year"

"Country/area","Technology","Data Type","Grid connection","Year",Electricity statistics (MW/GWh)
"Guinea-Bissau","Marine energy","Electricity Generation (GWh)","Off-grid","2020",-
"Guinea-Bissau","Marine energy","Electricity Installed Capacity (MW)","All","2020",-
"Guinea-Bissau","Marine energy","Electricity Installed Capacity (MW)","On-grid","2020",-
"Guinea-Bissau","Marine energy","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Guinea-Bissau","Solid biofuels","Electricity Generation (GWh)","All","2020",-
"Guinea-Bissau","Solid biofuels","Electricity Generation (GWh)","On-grid","2020",-
"Guinea-Bissau","Solid biofuels","Electricity Generation (GWh)","Off-grid","2020",-
"Guinea-Bissau","Solid biofuels","Electricity Installed Capacity (MW)","All","2020",-
"Guinea-Bissau","Solid biofuels","Electricity Installed Capacity (MW)","On-grid","2020",-
"Guinea-Bissau","Solid biofuels","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Guinea-Bissau","Renewable municipal waste","Electricity Generation (GWh)","All","2020",-
"Guinea-Bissau","Renewable municipal waste","Electricity Generation (GWh)","On-grid","2020",-
"Guinea-Bissau","Renewable municipal waste","Electricity Generation (GWh)","Off-grid","2020",-
"Guinea-Bissau","Renewable municipal waste","Electricity Installed Capacity (MW)","All","2020",-
"Guinea-Bissau","Renewable municipal waste","Electricity Installed Capacity (MW)","On-grid","2020",-
"Guinea-Bissau","Renewable municipal waste","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Guinea-Bissau","Liquid biofuels","Electricity Generation (GWh)","All","2020",-
"Guinea-Bissau","Liquid biofuels","Electricity Generation (GWh)","On-grid","2020",-
"Guinea-Bissau","Liquid biofuels","Electricity Generation (GWh)","Off-grid","2020",-
"Guinea-Bissau","Liquid biofuels","Electricity Installed Capacity (MW)","All","2020",-
"Guinea-Bissau","Liquid biofuels","Electricity Installed Capacity (MW)","On-grid","2020",-
"Guinea-Bissau","Liquid biofuels","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Guinea-Bissau","Biogas","Electricity Generation (GWh)","All","2020",-
"Guinea-Bissau","Biogas","Electricity Generation (GWh)","On-grid","2020",-
"Guinea-Bissau","Biogas","Electricity Generation (GWh)","Off-grid","2020",-
"Guinea-Bissau","Biogas","Electricity Installed Capacity (MW)","All","2020",-
"Guinea-Bissau","Biogas","Electricity Installed Capacity (MW)","On-grid","2020",-
"Guinea-Bissau","Biogas","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Guinea-Bissau","Geothermal energy","Electricity Generation (GWh)","All","2020",-
"Guinea-Bissau","Geothermal energy","Electricity Generation (GWh)","On-grid","2020",-
"Guinea-Bissau","Geothermal energy","Electricity Generation (GWh)","Off-grid","2020",-
"Guinea-Bissau","Geothermal energy","Electricity Installed Capacity (MW)","All","2020",-
"Guinea-Bissau","Geothermal energy","Electricity Installed Capacity (MW)","On-grid","2020",-
"Guinea-Bissau","Geothermal energy","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Guinea-Bissau","Total Non-Renewable","Electricity Generation (GWh)","All","2020",24.78
"Guinea-Bissau","Total Non-Renewable","Electricity Generation (GWh)","On-grid","2020",24.78
"Guinea-Bissau","Total Non-Renewable","Electricity Generation (GWh)","Off-grid","2020",-
"Guinea-Bissau","Total Non-Renewable","Electricity Installed Capacity (MW)","All","2020",28.00
"Guinea-Bissau","Total Non-Renewable","Electricity Installed Capacity (MW)","On-grid","2020",28.00
"Guinea-Bissau","Total Non-Renewable","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Guinea-Bissau","Pumped storage","Electricity Generation (GWh)","All","2020",-
"Guinea-Bissau","Pumped storage","Electricity Generation (GWh)","On-grid","2020",-
"Guinea-Bissau","Pumped storage","Electricity Generation (GWh)","Off-grid","2020",-
"Guinea-Bissau","Pumped storage","Electricity Installed Capacity (MW)","All","2020",-
"Guinea-Bissau","Pumped storage","Electricity Installed Capacity (MW)","On-grid","2020",-
"Guinea-Bissau","Pumped storage","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Guinea-Bissau","Coal and peat","Electricity Generation (GWh)","All","2020",-
"Guinea-Bissau","Coal and peat","Electricity Generation (GWh)","On-grid","2020",-
"Guinea-Bissau","Coal and peat","Electricity Generation (GWh)","Off-grid","2020",-
"Guinea-Bissau","Coal and peat","Electricity Installed Capacity (MW)","All","2020",-
"Guinea-Bissau","Coal and peat","Electricity Installed Capacity (MW)","On-grid","2020",-
"Guinea-Bissau","Coal and peat","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Guinea-Bissau","Oil","Electricity Generation (GWh)","All","2020",24.78
"Guinea-Bissau","Oil","Electricity Generation (GWh)","On-grid","2020",24.78
"Guinea-Bissau","Oil","Electricity Generation (GWh)","Off-grid","2020",-
"Guinea-Bissau","Oil","Electricity Installed Capacity (MW)","All","2020",28.00
"Guinea-Bissau","Oil","Electricity Installed Capacity (MW)","On-grid","2020",28.00
"Guinea-Bissau","Oil","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Guinea-Bissau","Natural gas","Electricity Generation (GWh)","All","2020",-
"Guinea-Bissau","Natural gas","Electricity Generation (GWh)","On-grid","2020",-
"Guinea-Bissau","Natural gas","Electricity Generation (GWh)","Off-grid","2020",-
"Guinea-Bissau","Natural gas","Electricity Installed Capacity (MW)","All","2020",-
"Guinea-Bissau","Natural gas","Electricity Installed Capacity (MW)","On-grid","2020",-
"Guinea-Bissau","Natural gas","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Guinea-Bissau","Fossil fuels n.e.s.","Electricity Generation (GWh)","All","2020",-
"Guinea-Bissau","Fossil fuels n.e.s.","Electricity Generation (GWh)","On-grid","2020",-
"Guinea-Bissau","Fossil fuels n.e.s.","Electricity Generation (GWh)","Off-grid","2020",-
"Guinea-Bissau","Fossil fuels n.e.s.","Electricity Installed Capacity (MW)","All","2020",-
"Guinea-Bissau","Fossil fuels n.e.s.","Electricity Installed Capacity (MW)","On-grid","2020",-
"Guinea-Bissau","Fossil fuels n.e.s.","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Guinea-Bissau","Nuclear","Electricity Generation (GWh)","All","2020",-
"Guinea-Bissau","Nuclear","Electricity Generation (GWh)","On-grid","2020",-
"Guinea-Bissau","Nuclear","Electricity Generation (GWh)","Off-grid","2020",-
"Guinea-Bissau","Nuclear","Electricity Installed Capacity (MW)","All","2020",-
"Guinea-Bissau","Nuclear","Electricity Installed Capacity (MW)","On-grid","2020",-
"Guinea-Bissau","Nuclear","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Guinea-Bissau","Other non-renewable energy","Electricity Generation (GWh)","All","2020",-
"Guinea-Bissau","Other non-renewable energy","Electricity Generation (GWh)","On-grid","2020",-
"Guinea-Bissau","Other non-renewable energy","Electricity Generation (GWh)","Off-grid","2020",-
"Guinea-Bissau","Other non-renewable energy","Electricity Installed Capacity (MW)","All","2020",-
"Guinea-Bissau","Other non-renewable energy","Electricity Installed Capacity (MW)","On-grid","2020",-
"Guinea-Bissau","Other non-renewable energy","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Guyana","Total Renewable","Electricity Generation (GWh)","All","2020",88.88
"Guyana","Total Renewable","Electricity Generation (GWh)","On-grid","2020",68.27
"Guyana","Total Renewable","Electricity Generation (GWh)","Off-grid","2020",20.61
"Guyana","Total Renewable","Electricity Installed Capacity (MW)","All","2020",53.12
"Guyana","Total Renewable","Electricity Installed Capacity (MW)","On-grid","2020",29.46
"Guyana","Total Renewable","Electricity Installed Capacity (MW)","Off-grid","2020",23.66
"Guyana","Solar photovoltaic","Electricity Generation (GWh)","All","2020",12.19
"Guyana","Solar photovoltaic","Electricity Generation (GWh)","On-grid","2020",9.46
"Guyana","Solar photovoltaic","Electricity Generation (GWh)","Off-grid","2020",2.74
"Guyana","Solar photovoltaic","Electricity Installed Capacity (MW)","All","2020",8.21
"Guyana","Solar photovoltaic","Electricity Installed Capacity (MW)","On-grid","2020",6.40
"Guyana","Solar photovoltaic","Electricity Installed Capacity (MW)","Off-grid","2020",1.81
"Guyana","Solar thermal energy","Electricity Generation (GWh)","All","2020",-
"Guyana","Solar thermal energy","Electricity Generation (GWh)","On-grid","2020",-
"Guyana","Solar thermal energy","Electricity Generation (GWh)","Off-grid","2020",-
"Guyana","Solar thermal energy","Electricity Installed Capacity (MW)","All","2020",-
"Guyana","Solar thermal energy","Electricity Installed Capacity (MW)","On-grid","2020",-
"Guyana","Solar thermal energy","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Guyana","Onshore wind energy","Electricity Generation (GWh)","All","2020",0.46
"Guyana","Onshore wind energy","Electricity Generation (GWh)","On-grid","2020",0.11
"Guyana","Onshore wind energy","Electricity Generation (GWh)","Off-grid","2020",0.35
"Guyana","Onshore wind energy","Electricity Installed Capacity (MW)","All","2020",0.17
"Guyana","Onshore wind energy","Electricity Installed Capacity (MW)","On-grid","2020",0.04
"Guyana","Onshore wind energy","Electricity Installed Capacity (MW)","Off-grid","2020",0.13
"Guyana","Offshore wind energy","Electricity Generation (GWh)","All","2020",-
"Guyana","Offshore wind energy","Electricity Generation (GWh)","On-grid","2020",-
"Guyana","Offshore wind energy","Electricity Generation (GWh)","Off-grid","2020",-
"Guyana","Offshore wind energy","Electricity Installed Capacity (MW)","All","2020",-
"Guyana","Offshore wind energy","Electricity Installed Capacity (MW)","On-grid","2020",-
"Guyana","Offshore wind energy","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Guyana","Renewable hydropower","Electricity Generation (GWh)","All","2020",4.12
"Guyana","Renewable hydropower","Electricity Generation (GWh)","On-grid","2020",0.01
"Guyana","Renewable hydropower","Electricity Generation (GWh)","Off-grid","2020",4.12
"Guyana","Renewable hydropower","Electricity Installed Capacity (MW)","All","2020",2.37
"Guyana","Renewable hydropower","Electricity Installed Capacity (MW)","On-grid","2020",0.02
"Guyana","Renewable hydropower","Electricity Installed Capacity (MW)","Off-grid","2020",2.35
"Guyana","Mixed Hydro Plants","Electricity Generation (GWh)","All","2020",-
"Guyana","Mixed Hydro Plants","Electricity Generation (GWh)","On-grid","2020",-
"Guyana","Mixed Hydro Plants","Electricity Generation (GWh)","Off-grid","2020",-
"Guyana","Mixed Hydro Plants","Electricity Installed Capacity (MW)","All","2020",-
"Guyana","Mixed Hydro Plants","Electricity Installed Capacity (MW)","On-grid","2020",-
"Guyana","Mixed Hydro Plants","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Guyana","Marine energy","Electricity Generation (GWh)","All","2020",-
"Guyana","Marine energy","Electricity Generation (GWh)","On-grid","2020",-
"Guyana","Marine energy","Electricity Generation (GWh)","Off-grid","2020",-
"Guyana","Marine energy","Electricity Installed Capacity (MW)","All","2020",-
"Guyana","Marine energy","Electricity Installed Capacity (MW)","On-grid","2020",-
"Guyana","Marine energy","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Guyana","Solid biofuels","Electricity Generation (GWh)","All","2020",72.11
"Guyana","Solid biofuels","Electricity Generation (GWh)","On-grid","2020",58.70
"Guyana","Solid biofuels","Electricity Generation (GWh)","Off-grid","2020",13.41
"Guyana","Solid biofuels","Electricity Installed Capacity (MW)","All","2020",42.37
"Guyana","Solid biofuels","Electricity Installed Capacity (MW)","On-grid","2020",23.00
"Guyana","Solid biofuels","Electricity Installed Capacity (MW)","Off-grid","2020",19.36
"Guyana","Renewable municipal waste","Electricity Generation (GWh)","All","2020",-
"Guyana","Renewable municipal waste","Electricity Generation (GWh)","On-grid","2020",-
"Guyana","Renewable municipal waste","Electricity Generation (GWh)","Off-grid","2020",-
"Guyana","Renewable municipal waste","Electricity Installed Capacity (MW)","All","2020",-
"Guyana","Renewable municipal waste","Electricity Installed Capacity (MW)","On-grid","2020",-
"Guyana","Renewable municipal waste","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Guyana","Liquid biofuels","Electricity Generation (GWh)","All","2020",-
"Guyana","Liquid biofuels","Electricity Generation (GWh)","On-grid","2020",-
"Guyana","Liquid biofuels","Electricity Generation (GWh)","Off-grid","2020",-
"Guyana","Liquid biofuels","Electricity Installed Capacity (MW)","All","2020",-
"Guyana","Liquid biofuels","Electricity Installed Capacity (MW)","On-grid","2020",-
"Guyana","Liquid biofuels","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Guyana","Biogas","Electricity Generation (GWh)","All","2020",-
"Guyana","Biogas","Electricity Generation (GWh)","On-grid","2020",-
"Guyana","Biogas","Electricity Generation (GWh)","Off-grid","2020",-
"Guyana","Biogas","Electricity Installed Capacity (MW)","All","2020",-
"Guyana","Biogas","Electricity Installed Capacity (MW)","On-grid","2020",-
"Guyana","Biogas","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Guyana","Geothermal energy","Electricity Generation (GWh)","All","2020",-
"Guyana","Geothermal energy","Electricity Generation (GWh)","On-grid","2020",-
"Guyana","Geothermal energy","Electricity Generation (GWh)","Off-grid","2020",-
"Guyana","Geothermal energy","Electricity Installed Capacity (MW)","All","2020",-
"Guyana","Geothermal energy","Electricity Installed Capacity (MW)","On-grid","2020",-
"Guyana","Geothermal energy","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Guyana","Total Non-Renewable","Electricity Generation (GWh)","All","2020",1110.50
"Guyana","Total Non-Renewable","Electricity Generation (GWh)","On-grid","2020",734.77
"Guyana","Total Non-Renewable","Electricity Generation (GWh)","Off-grid","2020",375.73
"Guyana","Total Non-Renewable","Electricity Installed Capacity (MW)","All","2020",310.80
"Guyana","Total Non-Renewable","Electricity Installed Capacity (MW)","On-grid","2020",206.46
"Guyana","Total Non-Renewable","Electricity Installed Capacity (MW)","Off-grid","2020",104.34
"Guyana","Pumped storage","Electricity Generation (GWh)","All","2020",-
"Guyana","Pumped storage","Electricity Generation (GWh)","On-grid","2020",-
"Guyana","Pumped storage","Electricity Generation (GWh)","Off-grid","2020",-
"Guyana","Pumped storage","Electricity Installed Capacity (MW)","All","2020",-
"Guyana","Pumped storage","Electricity Installed Capacity (MW)","On-grid","2020",-
"Guyana","Pumped storage","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Guyana","Coal and peat","Electricity Generation (GWh)","All","2020",-
"Guyana","Coal and peat","Electricity Generation (GWh)","On-grid","2020",-
"Guyana","Coal and peat","Electricity Generation (GWh)","Off-grid","2020",-
"Guyana","Coal and peat","Electricity Installed Capacity (MW)","All","2020",-
"Guyana","Coal and peat","Electricity Installed Capacity (MW)","On-grid","2020",-
"Guyana","Coal and peat","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Guyana","Oil","Electricity Generation (GWh)","All","2020",1110.50
"Guyana","Oil","Electricity Generation (GWh)","On-grid","2020",734.77
"Guyana","Oil","Electricity Generation (GWh)","Off-grid","2020",375.73
"Guyana","Oil","Electricity Installed Capacity (MW)","All","2020",310.80
"Guyana","Oil","Electricity Installed Capacity (MW)","On-grid","2020",206.46
"Guyana","Oil","Electricity Installed Capacity (MW)","Off-grid","2020",104.34
"Guyana","Natural gas","Electricity Generation (GWh)","All","2020",-
"Guyana","Natural gas","Electricity Generation (GWh)","On-grid","2020",-
"Guyana","Natural gas","Electricity Generation (GWh)","Off-grid","2020",-
"Guyana","Natural gas","Electricity Installed Capacity (MW)","All","2020",-
"Guyana","Natural gas","Electricity Installed Capacity (MW)","On-grid","2020",-
"Guyana","Natural gas","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Guyana","Fossil fuels n.e.s.","Electricity Generation (GWh)","All","2020",-
"Guyana","Fossil fuels n.e.s.","Electricity Generation (GWh)","On-grid","2020",-
"Guyana","Fossil fuels n.e.s.","Electricity Generation (GWh)","Off-grid","2020",-
"Guyana","Fossil fuels n.e.s.","Electricity Installed Capacity (MW)","All","2020",-
"Guyana","Fossil fuels n.e.s.","Electricity Installed Capacity (MW)","On-grid","2020",-
"Guyana","Fossil fuels n.e.s.","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Guyana","Nuclear","Electricity Generation (GWh)","All","2020",-
"Guyana","Nuclear","Electricity Generation (GWh)","On-grid","2020",-
"Guyana","Nuclear","Electricity Generation (GWh)","Off-grid","2020",-
"Guyana","Nuclear","Electricity Installed Capacity (MW)","All","2020",-
"Guyana","Nuclear","Electricity Installed Capacity (MW)","On-grid","2020",-
"Guyana","Nuclear","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Guyana","Other non-renewable energy","Electricity Generation (GWh)","All","2020",-
"Guyana","Other non-renewable energy","Electricity Generation (GWh)","On-grid","2020",-
"Guyana","Other non-renewable energy","Electricity Generation (GWh)","Off-grid","2020",-
"Guyana","Other non-renewable energy","Electricity Installed Capacity (MW)","All","2020",-
"Guyana","Other non-renewable energy","Electricity Installed Capacity (MW)","On-grid","2020",-
"Guyana","Other non-renewable energy","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Haiti","Total Renewable","Electricity Generation (GWh)","All","2020",204.97
"Haiti","Total Renewable","Electricity Generation (GWh)","On-grid","2020",202.41
"Haiti","Total Renewable","Electricity Generation (GWh)","Off-grid","2020",2.56
"Haiti","Total Renewable","Electricity Installed Capacity (MW)","All","2020",80.89
"Haiti","Total Renewable","Electricity Installed Capacity (MW)","On-grid","2020",79.37
"Haiti","Total Renewable","Electricity Installed Capacity (MW)","Off-grid","2020",1.52
"Haiti","Solar photovoltaic","Electricity Generation (GWh)","All","2020",4.90
"Haiti","Solar photovoltaic","Electricity Generation (GWh)","On-grid","2020",2.41
"Haiti","Solar photovoltaic","Electricity Generation (GWh)","Off-grid","2020",2.49
"Haiti","Solar photovoltaic","Electricity Installed Capacity (MW)","All","2020",2.98
"Haiti","Solar photovoltaic","Electricity Installed Capacity (MW)","On-grid","2020",1.49
"Haiti","Solar photovoltaic","Electricity Installed Capacity (MW)","Off-grid","2020",1.50
"Haiti","Solar thermal energy","Electricity Generation (GWh)","All","2020",-
"Haiti","Solar thermal energy","Electricity Generation (GWh)","On-grid","2020",-
"Haiti","Solar thermal energy","Electricity Generation (GWh)","Off-grid","2020",-
"Haiti","Solar thermal energy","Electricity Installed Capacity (MW)","All","2020",-
"Haiti","Solar thermal energy","Electricity Installed Capacity (MW)","On-grid","2020",-
"Haiti","Solar thermal energy","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Haiti","Onshore wind energy","Electricity Generation (GWh)","All","2020",0.07
"Haiti","Onshore wind energy","Electricity Generation (GWh)","On-grid","2020",-
"Haiti","Onshore wind energy","Electricity Generation (GWh)","Off-grid","2020",0.07
"Haiti","Onshore wind energy","Electricity Installed Capacity (MW)","All","2020",0.02
"Haiti","Onshore wind energy","Electricity Installed Capacity (MW)","On-grid","2020",-
"Haiti","Onshore wind energy","Electricity Installed Capacity (MW)","Off-grid","2020",0.02
"Haiti","Offshore wind energy","Electricity Generation (GWh)","All","2020",-
"Haiti","Offshore wind energy","Electricity Generation (GWh)","On-grid","2020",-
"Haiti","Offshore wind energy","Electricity Generation (GWh)","Off-grid","2020",-
"Haiti","Offshore wind energy","Electricity Installed Capacity (MW)","All","2020",-
"Haiti","Offshore wind energy","Electricity Installed Capacity (MW)","On-grid","2020",-
"Haiti","Offshore wind energy","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Haiti","Renewable hydropower","Electricity Generation (GWh)","All","2020",200.00
"Haiti","Renewable hydropower","Electricity Generation (GWh)","On-grid","2020",200.00
"Haiti","Renewable hydropower","Electricity Generation (GWh)","Off-grid","2020",-
"Haiti","Renewable hydropower","Electricity Installed Capacity (MW)","All","2020",77.89
"Haiti","Renewable hydropower","Electricity Installed Capacity (MW)","On-grid","2020",77.89
"Haiti","Renewable hydropower","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Haiti","Mixed Hydro Plants","Electricity Generation (GWh)","All","2020",-
"Haiti","Mixed Hydro Plants","Electricity Generation (GWh)","On-grid","2020",-
"Haiti","Mixed Hydro Plants","Electricity Generation (GWh)","Off-grid","2020",-
"Haiti","Mixed Hydro Plants","Electricity Installed Capacity (MW)","All","2020",-
"Haiti","Mixed Hydro Plants","Electricity Installed Capacity (MW)","On-grid","2020",-
"Haiti","Mixed Hydro Plants","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Haiti","Marine energy","Electricity Generation (GWh)","All","2020",-
"Haiti","Marine energy","Electricity Generation (GWh)","On-grid","2020",-
"Haiti","Marine energy","Electricity Generation (GWh)","Off-grid","2020",-
"Haiti","Marine energy","Electricity Installed Capacity (MW)","All","2020",-
"Haiti","Marine energy","Electricity Installed Capacity (MW)","On-grid","2020",-
"Haiti","Marine energy","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Haiti","Solid biofuels","Electricity Generation (GWh)","All","2020",-
"Haiti","Solid biofuels","Electricity Generation (GWh)","On-grid","2020",-
"Haiti","Solid biofuels","Electricity Generation (GWh)","Off-grid","2020",-
"Haiti","Solid biofuels","Electricity Installed Capacity (MW)","All","2020",-
"Haiti","Solid biofuels","Electricity Installed Capacity (MW)","On-grid","2020",-
"Haiti","Solid biofuels","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Haiti","Renewable municipal waste","Electricity Generation (GWh)","All","2020",-
"Haiti","Renewable municipal waste","Electricity Generation (GWh)","On-grid","2020",-
"Haiti","Renewable municipal waste","Electricity Generation (GWh)","Off-grid","2020",-
"Haiti","Renewable municipal waste","Electricity Installed Capacity (MW)","All","2020",-
"Haiti","Renewable municipal waste","Electricity Installed Capacity (MW)","On-grid","2020",-
"Haiti","Renewable municipal waste","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Haiti","Liquid biofuels","Electricity Generation (GWh)","All","2020",-
"Haiti","Liquid biofuels","Electricity Generation (GWh)","On-grid","2020",-
"Haiti","Liquid biofuels","Electricity Generation (GWh)","Off-grid","2020",-
"Haiti","Liquid biofuels","Electricity Installed Capacity (MW)","All","2020",-
"Haiti","Liquid biofuels","Electricity Installed Capacity (MW)","On-grid","2020",-
"Haiti","Liquid biofuels","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Haiti","Biogas","Electricity Generation (GWh)","All","2020",-
"Haiti","Biogas","Electricity Generation (GWh)","On-grid","2020",-
"Haiti","Biogas","Electricity Generation (GWh)","Off-grid","2020",-
"Haiti","Biogas","Electricity Installed Capacity (MW)","All","2020",-
"Haiti","Biogas","Electricity Installed Capacity (MW)","On-grid","2020",-
"Haiti","Biogas","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Haiti","Geothermal energy","Electricity Generation (GWh)","All","2020",-
"Haiti","Geothermal energy","Electricity Generation (GWh)","On-grid","2020",-
"Haiti","Geothermal energy","Electricity Generation (GWh)","Off-grid","2020",-
"Haiti","Geothermal energy","Electricity Installed Capacity (MW)","All","2020",-
"Haiti","Geothermal energy","Electricity Installed Capacity (MW)","On-grid","2020",-
"Haiti","Geothermal energy","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Haiti","Total Non-Renewable","Electricity Generation (GWh)","All","2020",919.34
"Haiti","Total Non-Renewable","Electricity Generation (GWh)","On-grid","2020",919.00
"Haiti","Total Non-Renewable","Electricity Generation (GWh)","Off-grid","2020",0.34
"Haiti","Total Non-Renewable","Electricity Installed Capacity (MW)","All","2020",400.37
"Haiti","Total Non-Renewable","Electricity Installed Capacity (MW)","On-grid","2020",400.22
"Haiti","Total Non-Renewable","Electricity Installed Capacity (MW)","Off-grid","2020",0.15
"Haiti","Pumped storage","Electricity Generation (GWh)","All","2020",-
"Haiti","Pumped storage","Electricity Generation (GWh)","On-grid","2020",-
"Haiti","Pumped storage","Electricity Generation (GWh)","Off-grid","2020",-
"Haiti","Pumped storage","Electricity Installed Capacity (MW)","All","2020",-
"Haiti","Pumped storage","Electricity Installed Capacity (MW)","On-grid","2020",-
"Haiti","Pumped storage","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Haiti","Coal and peat","Electricity Generation (GWh)","All","2020",-
"Haiti","Coal and peat","Electricity Generation (GWh)","On-grid","2020",-
"Haiti","Coal and peat","Electricity Generation (GWh)","Off-grid","2020",-
"Haiti","Coal and peat","Electricity Installed Capacity (MW)","All","2020",-
"Haiti","Coal and peat","Electricity Installed Capacity (MW)","On-grid","2020",-
"Haiti","Coal and peat","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Haiti","Oil","Electricity Generation (GWh)","All","2020",919.34
"Haiti","Oil","Electricity Generation (GWh)","On-grid","2020",919.00
"Haiti","Oil","Electricity Generation (GWh)","Off-grid","2020",0.34
"Haiti","Oil","Electricity Installed Capacity (MW)","All","2020",400.37
"Haiti","Oil","Electricity Installed Capacity (MW)","On-grid","2020",400.22
"Haiti","Oil","Electricity Installed Capacity (MW)","Off-grid","2020",0.15
"Haiti","Natural gas","Electricity Generation (GWh)","All","2020",-
"Haiti","Natural gas","Electricity Generation (GWh)","On-grid","2020",-
"Haiti","Natural gas","Electricity Generation (GWh)","Off-grid","2020",-
"Haiti","Natural gas","Electricity Installed Capacity (MW)","All","2020",-
"Haiti","Natural gas","Electricity Installed Capacity (MW)","On-grid","2020",-
"Haiti","Natural gas","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Haiti","Fossil fuels n.e.s.","Electricity Generation (GWh)","All","2020",-
"Haiti","Fossil fuels n.e.s.","Electricity Generation (GWh)","On-grid","2020",-
"Haiti","Fossil fuels n.e.s.","Electricity Generation (GWh)","Off-grid","2020",-
"Haiti","Fossil fuels n.e.s.","Electricity Installed Capacity (MW)","All","2020",-
"Haiti","Fossil fuels n.e.s.","Electricity Installed Capacity (MW)","On-grid","2020",-
"Haiti","Fossil fuels n.e.s.","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Haiti","Nuclear","Electricity Generation (GWh)","All","2020",-
"Haiti","Nuclear","Electricity Generation (GWh)","On-grid","2020",-
"Haiti","Nuclear","Electricity Generation (GWh)","Off-grid","2020",-
"Haiti","Nuclear","Electricity Installed Capacity (MW)","All","2020",-
"Haiti","Nuclear","Electricity Installed Capacity (MW)","On-grid","2020",-
"Haiti","Nuclear","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Haiti","Other non-renewable energy","Electricity Generation (GWh)","All","2020",-
"Haiti","Other non-renewable energy","Electricity Generation (GWh)","On-grid","2020",-
"Haiti","Other non-renewable energy","Electricity Generation (GWh)","Off-grid","2020",-
"Haiti","Other non-renewable energy","Electricity Installed Capacity (MW)","All","2020",-
"Haiti","Other non-renewable energy","Electricity Installed Capacity (MW)","On-grid","2020",-
"Haiti","Other non-renewable energy","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Honduras","Total Renewable","Electricity Generation (GWh)","All","2020",5492.45
"Honduras","Total Renewable","Electricity Generation (GWh)","On-grid","2020",5463.24
"Honduras","Total Renewable","Electricity Generation (GWh)","Off-grid","2020",29.22
"Honduras","Total Renewable","Electricity Installed Capacity (MW)","All","2020",1865.36
"Honduras","Total Renewable","Electricity Installed Capacity (MW)","On-grid","2020",1842.16
"Honduras","Total Renewable","Electricity Installed Capacity (MW)","Off-grid","2020",23.20
"Honduras","Solar photovoltaic","Electricity Generation (GWh)","All","2020",1066.86
"Honduras","Solar photovoltaic","Electricity Generation (GWh)","On-grid","2020",1052.71
"Honduras","Solar photovoltaic","Electricity Generation (GWh)","Off-grid","2020",14.15
"Honduras","Solar photovoltaic","Electricity Installed Capacity (MW)","All","2020",525.08
"Honduras","Solar photovoltaic","Electricity Installed Capacity (MW)","On-grid","2020",515.92
"Honduras","Solar photovoltaic","Electricity Installed Capacity (MW)","Off-grid","2020",9.15
"Honduras","Solar thermal energy","Electricity Generation (GWh)","All","2020",-
"Honduras","Solar thermal energy","Electricity Generation (GWh)","On-grid","2020",-
"Honduras","Solar thermal energy","Electricity Generation (GWh)","Off-grid","2020",-
